modelName,modelPath,sourceLanguages,targetLanguages,sourceLanguage,targetLanguage,modelURL,description,prependTargetLanguage
opus-mt-fiu-en,Helsinki-NLP/opus-mt-fiu-en,est fin fkv_Latn hun izh kpv krl liv_Latn mdf mhr myv sma sme udm vro,eng,,,"https://huggingface.co/Helsinki-NLP/opus-mt-fiu-en, https://github.com/Helsinki-NLP/Tatoeba-Challenge/tree/master/models/fiu-eng/README.md","fiu-eng, source group: Finno-Ugrian languages, target group: English NMT model.",False
opus-mt-fiu-fiu,Helsinki-NLP/opus-mt-fiu-fiu,est fin fkv_Latn hun izh krl liv_Latn vep vro,est fin fkv_Latn hun izh krl liv_Latn vep vro,,,"https://huggingface.co/Helsinki-NLP/opus-mt-fiu-fiu, https://github.com/Helsinki-NLP/Tatoeba-Challenge/tree/master/models/fiu-fiu/README.md","fiu-fiu, source group: Finno-Ugrian languages, target group: Finno-Ugrian languages NMT model.",True
opus-mt-fj-en,Helsinki-NLP/opus-mt-fj-en,fj,en,,,"https://huggingface.co/Helsinki-NLP/opus-mt-fj-en, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/fj-en/README.md",opus-mt-fj-en NMT model.,False
opus-mt-fj-fr,Helsinki-NLP/opus-mt-fj-fr,fj,fr,,,"https://huggingface.co/Helsinki-NLP/opus-mt-fj-fr, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/fj-fr/README.md",opus-mt-fj-fr NMT model.,False
opus-mt-fr-af,Helsinki-NLP/opus-mt-fr-af,fr,af,,,"https://huggingface.co/Helsinki-NLP/opus-mt-fr-af, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/fr-af/README.md",opus-mt-fr-af NMT model.,False
opus-mt-fr-ar,Helsinki-NLP/opus-mt-fr-ar,fra,apc ara arq arq_Latn ary arz,,,"https://huggingface.co/Helsinki-NLP/opus-mt-fr-ar, https://github.com/Helsinki-NLP/Tatoeba-Challenge/tree/master/models/fra-ara/README.md","fra-ara, source group: French, target group: Arabic NMT model.",True
opus-mt-fr-ase,Helsinki-NLP/opus-mt-fr-ase,fr,ase,,,"https://huggingface.co/Helsinki-NLP/opus-mt-fr-ase, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/fr-ase/README.md",opus-mt-fr-ase NMT model.,False
opus-mt-fr-bcl,Helsinki-NLP/opus-mt-fr-bcl,fr,bcl,,,"https://huggingface.co/Helsinki-NLP/opus-mt-fr-bcl, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/fr-bcl/README.md",opus-mt-fr-bcl NMT model.,False
opus-mt-fr-bem,Helsinki-NLP/opus-mt-fr-bem,fr,bem,,,"https://huggingface.co/Helsinki-NLP/opus-mt-fr-bem, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/fr-bem/README.md",opus-mt-fr-bem NMT model.,False
opus-mt-fr-ber,Helsinki-NLP/opus-mt-fr-ber,fr,ber,,,"https://huggingface.co/Helsinki-NLP/opus-mt-fr-ber, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/fr-ber/README.md",opus-mt-fr-ber NMT model.,False
opus-mt-fr-bg,Helsinki-NLP/opus-mt-fr-bg,fra,bul,,,"https://huggingface.co/Helsinki-NLP/opus-mt-fr-bg, https://github.com/Helsinki-NLP/Tatoeba-Challenge/tree/master/models/fra-bul/README.md","fra-bul, source group: French, target group: Bulgarian NMT model.",False
opus-mt-fr-bi,Helsinki-NLP/opus-mt-fr-bi,fr,bi,,,"https://huggingface.co/Helsinki-NLP/opus-mt-fr-bi, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/fr-bi/README.md",opus-mt-fr-bi NMT model.,False
opus-mt-fr-bzs,Helsinki-NLP/opus-mt-fr-bzs,fr,bzs,,,"https://huggingface.co/Helsinki-NLP/opus-mt-fr-bzs, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/fr-bzs/README.md",opus-mt-fr-bzs NMT model.,False
opus-mt-fr-ca,Helsinki-NLP/opus-mt-fr-ca,fra,cat,,,"https://huggingface.co/Helsinki-NLP/opus-mt-fr-ca, https://github.com/Helsinki-NLP/Tatoeba-Challenge/tree/master/models/fra-cat/README.md","fra-cat, source group: French, target group: Catalan NMT model.",False
opus-mt-fr-ceb,Helsinki-NLP/opus-mt-fr-ceb,fr,ceb,,,"https://huggingface.co/Helsinki-NLP/opus-mt-fr-ceb, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/fr-ceb/README.md",opus-mt-fr-ceb NMT model.,False
opus-mt-fr-crs,Helsinki-NLP/opus-mt-fr-crs,fr,crs,,,"https://huggingface.co/Helsinki-NLP/opus-mt-fr-crs, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/fr-crs/README.md",opus-mt-fr-crs NMT model.,False
opus-mt-fr-de,Helsinki-NLP/opus-mt-fr-de,fr,de,,,"https://huggingface.co/Helsinki-NLP/opus-mt-fr-de, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/fr-de/README.md",opus-mt-fr-de NMT model.,False
opus-mt-fr-ee,Helsinki-NLP/opus-mt-fr-ee,fr,ee,,,"https://huggingface.co/Helsinki-NLP/opus-mt-fr-ee, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/fr-ee/README.md",opus-mt-fr-ee NMT model.,False
opus-mt-fr-efi,Helsinki-NLP/opus-mt-fr-efi,fr,efi,,,"https://huggingface.co/Helsinki-NLP/opus-mt-fr-efi, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/fr-efi/README.md",opus-mt-fr-efi NMT model.,False
opus-mt-fr-el,Helsinki-NLP/opus-mt-fr-el,fr,el,,,"https://huggingface.co/Helsinki-NLP/opus-mt-fr-el, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/fr-el/README.md",opus-mt-fr-el NMT model.,False
opus-mt-fr-en,Helsinki-NLP/opus-mt-fr-en,fr,en,,,"https://huggingface.co/Helsinki-NLP/opus-mt-fr-en, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/fr-en/README.md",opus-mt-fr-en NMT model.,False
opus-mt-fr-eo,Helsinki-NLP/opus-mt-fr-eo,fr,eo,,,"https://huggingface.co/Helsinki-NLP/opus-mt-fr-eo, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/fr-eo/README.md",opus-mt-fr-eo NMT model.,False
opus-mt-fr-es,Helsinki-NLP/opus-mt-fr-es,fr,es,,,"https://huggingface.co/Helsinki-NLP/opus-mt-fr-es, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/fr-es/README.md",opus-mt-fr-es NMT model.,False
opus-mt-fr-fj,Helsinki-NLP/opus-mt-fr-fj,fr,fj,,,"https://huggingface.co/Helsinki-NLP/opus-mt-fr-fj, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/fr-fj/README.md",opus-mt-fr-fj NMT model.,False
opus-mt-fr-gaa,Helsinki-NLP/opus-mt-fr-gaa,fr,gaa,,,"https://huggingface.co/Helsinki-NLP/opus-mt-fr-gaa, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/fr-gaa/README.md",opus-mt-fr-gaa NMT model.,False
opus-mt-fr-gil,Helsinki-NLP/opus-mt-fr-gil,fr,gil,,,"https://huggingface.co/Helsinki-NLP/opus-mt-fr-gil, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/fr-gil/README.md",opus-mt-fr-gil NMT model.,False
opus-mt-fr-guw,Helsinki-NLP/opus-mt-fr-guw,fr,guw,,,"https://huggingface.co/Helsinki-NLP/opus-mt-fr-guw, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/fr-guw/README.md",opus-mt-fr-guw NMT model.,False
opus-mt-fr-ha,Helsinki-NLP/opus-mt-fr-ha,fr,ha,,,"https://huggingface.co/Helsinki-NLP/opus-mt-fr-ha, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/fr-ha/README.md",opus-mt-fr-ha NMT model.,False
opus-mt-fr-he,Helsinki-NLP/opus-mt-fr-he,fra,heb,,,"https://huggingface.co/Helsinki-NLP/opus-mt-fr-he, https://github.com/Helsinki-NLP/Tatoeba-Challenge/tree/master/models/fra-heb/README.md","fr-he, source group: French, target group: Hebrew NMT model.",False
opus-mt-fr-hil,Helsinki-NLP/opus-mt-fr-hil,fr,hil,,,"https://huggingface.co/Helsinki-NLP/opus-mt-fr-hil, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/fr-hil/README.md",opus-mt-fr-hil NMT model.,False
opus-mt-fr-ho,Helsinki-NLP/opus-mt-fr-ho,fr,ho,,,"https://huggingface.co/Helsinki-NLP/opus-mt-fr-ho, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/fr-ho/README.md",opus-mt-fr-ho NMT model.,False
opus-mt-fr-hr,Helsinki-NLP/opus-mt-fr-hr,fr,hr,,,"https://huggingface.co/Helsinki-NLP/opus-mt-fr-hr, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/fr-hr/README.md",opus-mt-fr-hr NMT model.,False
opus-mt-fr-ht,Helsinki-NLP/opus-mt-fr-ht,fr,ht,,,"https://huggingface.co/Helsinki-NLP/opus-mt-fr-ht, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/fr-ht/README.md",opus-mt-fr-ht NMT model.,False
opus-mt-fr-hu,Helsinki-NLP/opus-mt-fr-hu,fr,hu,,,"https://huggingface.co/Helsinki-NLP/opus-mt-fr-hu, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/fr-hu/README.md",opus-mt-fr-hu NMT model.,False
opus-mt-fr-id,Helsinki-NLP/opus-mt-fr-id,fr,id,,,"https://huggingface.co/Helsinki-NLP/opus-mt-fr-id, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/fr-id/README.md",opus-mt-fr-id NMT model.,False
opus-mt-fr-ig,Helsinki-NLP/opus-mt-fr-ig,fr,ig,,,"https://huggingface.co/Helsinki-NLP/opus-mt-fr-ig, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/fr-ig/README.md",opus-mt-fr-ig NMT model.,False
opus-mt-fr-ilo,Helsinki-NLP/opus-mt-fr-ilo,fr,ilo,,,"https://huggingface.co/Helsinki-NLP/opus-mt-fr-ilo, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/fr-ilo/README.md",opus-mt-fr-ilo NMT model.,False
opus-mt-fr-iso,Helsinki-NLP/opus-mt-fr-iso,fr,iso,,,"https://huggingface.co/Helsinki-NLP/opus-mt-fr-iso, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/fr-iso/README.md",opus-mt-fr-iso NMT model.,False
opus-mt-fr-kg,Helsinki-NLP/opus-mt-fr-kg,fr,kg,,,"https://huggingface.co/Helsinki-NLP/opus-mt-fr-kg, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/fr-kg/README.md",opus-mt-fr-kg NMT model.,False
opus-mt-fr-kqn,Helsinki-NLP/opus-mt-fr-kqn,fr,kqn,,,"https://huggingface.co/Helsinki-NLP/opus-mt-fr-kqn, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/fr-kqn/README.md",opus-mt-fr-kqn NMT model.,False
opus-mt-fr-kwy,Helsinki-NLP/opus-mt-fr-kwy,fr,kwy,,,"https://huggingface.co/Helsinki-NLP/opus-mt-fr-kwy, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/fr-kwy/README.md",opus-mt-fr-kwy NMT model.,False
opus-mt-fr-lg,Helsinki-NLP/opus-mt-fr-lg,fr,lg,,,"https://huggingface.co/Helsinki-NLP/opus-mt-fr-lg, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/fr-lg/README.md",opus-mt-fr-lg NMT model.,False
opus-mt-fr-ln,Helsinki-NLP/opus-mt-fr-ln,fr,ln,,,"https://huggingface.co/Helsinki-NLP/opus-mt-fr-ln, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/fr-ln/README.md",opus-mt-fr-ln NMT model.,False
opus-mt-fr-loz,Helsinki-NLP/opus-mt-fr-loz,fr,loz,,,"https://huggingface.co/Helsinki-NLP/opus-mt-fr-loz, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/fr-loz/README.md",opus-mt-fr-loz NMT model.,False
opus-mt-fr-lu,Helsinki-NLP/opus-mt-fr-lu,fr,lu,,,"https://huggingface.co/Helsinki-NLP/opus-mt-fr-lu, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/fr-lu/README.md",opus-mt-fr-lu NMT model.,False
opus-mt-fr-lua,Helsinki-NLP/opus-mt-fr-lua,fr,lua,,,"https://huggingface.co/Helsinki-NLP/opus-mt-fr-lua, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/fr-lua/README.md",opus-mt-fr-lua NMT model.,False
opus-mt-fr-lue,Helsinki-NLP/opus-mt-fr-lue,fr,lue,,,"https://huggingface.co/Helsinki-NLP/opus-mt-fr-lue, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/fr-lue/README.md",opus-mt-fr-lue NMT model.,False
opus-mt-fr-lus,Helsinki-NLP/opus-mt-fr-lus,fr,lus,,,"https://huggingface.co/Helsinki-NLP/opus-mt-fr-lus, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/fr-lus/README.md",opus-mt-fr-lus NMT model.,False
opus-mt-fr-mfe,Helsinki-NLP/opus-mt-fr-mfe,fr,mfe,,,"https://huggingface.co/Helsinki-NLP/opus-mt-fr-mfe, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/fr-mfe/README.md",opus-mt-fr-mfe NMT model.,False
opus-mt-fr-mh,Helsinki-NLP/opus-mt-fr-mh,fr,mh,,,"https://huggingface.co/Helsinki-NLP/opus-mt-fr-mh, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/fr-mh/README.md",opus-mt-fr-mh NMT model.,False
opus-mt-fr-mos,Helsinki-NLP/opus-mt-fr-mos,fr,mos,,,"https://huggingface.co/Helsinki-NLP/opus-mt-fr-mos, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/fr-mos/README.md",opus-mt-fr-mos NMT model.,False
opus-mt-fr-ms,Helsinki-NLP/opus-mt-fr-ms,fra,ind zsm_Latn,,,"https://huggingface.co/Helsinki-NLP/opus-mt-fr-ms, https://github.com/Helsinki-NLP/Tatoeba-Challenge/tree/master/models/fra-msa/README.md","fra-msa, source group: French, target group: Malay (macrolanguage) NMT model.",True
opus-mt-fr-mt,Helsinki-NLP/opus-mt-fr-mt,fr,mt,,,"https://huggingface.co/Helsinki-NLP/opus-mt-fr-mt, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/fr-mt/README.md",opus-mt-fr-mt NMT model.,False
opus-mt-fr-niu,Helsinki-NLP/opus-mt-fr-niu,fr,niu,,,"https://huggingface.co/Helsinki-NLP/opus-mt-fr-niu, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/fr-niu/README.md",opus-mt-fr-niu NMT model.,False
opus-mt-fr-no,Helsinki-NLP/opus-mt-fr-no,fra,nno nob,,,"https://huggingface.co/Helsinki-NLP/opus-mt-fr-no, https://github.com/Helsinki-NLP/Tatoeba-Challenge/tree/master/models/fra-nor/README.md","fra-nor, source group: French, target group: Norwegian NMT model.",True
opus-mt-fr-nso,Helsinki-NLP/opus-mt-fr-nso,fr,nso,,,"https://huggingface.co/Helsinki-NLP/opus-mt-fr-nso, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/fr-nso/README.md",opus-mt-fr-nso NMT model.,False
opus-mt-fr-ny,Helsinki-NLP/opus-mt-fr-ny,fr,ny,,,"https://huggingface.co/Helsinki-NLP/opus-mt-fr-ny, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/fr-ny/README.md",opus-mt-fr-ny NMT model.,False
opus-mt-fr-pag,Helsinki-NLP/opus-mt-fr-pag,fr,pag,,,"https://huggingface.co/Helsinki-NLP/opus-mt-fr-pag, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/fr-pag/README.md",opus-mt-fr-pag NMT model.,False
opus-mt-fr-pap,Helsinki-NLP/opus-mt-fr-pap,fr,pap,,,"https://huggingface.co/Helsinki-NLP/opus-mt-fr-pap, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/fr-pap/README.md",opus-mt-fr-pap NMT model.,False
opus-mt-fr-pis,Helsinki-NLP/opus-mt-fr-pis,fr,pis,,,"https://huggingface.co/Helsinki-NLP/opus-mt-fr-pis, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/fr-pis/README.md",opus-mt-fr-pis NMT model.,False
opus-mt-fr-pl,Helsinki-NLP/opus-mt-fr-pl,fr,pl,,,"https://huggingface.co/Helsinki-NLP/opus-mt-fr-pl, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/fr-pl/README.md",opus-mt-fr-pl NMT model.,False
opus-mt-fr-pon,Helsinki-NLP/opus-mt-fr-pon,fr,pon,,,"https://huggingface.co/Helsinki-NLP/opus-mt-fr-pon, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/fr-pon/README.md",opus-mt-fr-pon NMT model.,False
opus-mt-fr-rnd,Helsinki-NLP/opus-mt-fr-rnd,fr,rnd,,,"https://huggingface.co/Helsinki-NLP/opus-mt-fr-rnd, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/fr-rnd/README.md",opus-mt-fr-rnd NMT model.,False
opus-mt-fr-ro,Helsinki-NLP/opus-mt-fr-ro,fr,ro,,,"https://huggingface.co/Helsinki-NLP/opus-mt-fr-ro, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/fr-ro/README.md",opus-mt-fr-ro NMT model.,False
opus-mt-fr-ru,Helsinki-NLP/opus-mt-fr-ru,fr,ru,,,"https://huggingface.co/Helsinki-NLP/opus-mt-fr-ru, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/fr-ru/README.md",opus-mt-fr-ru NMT model.,False
opus-mt-fr-run,Helsinki-NLP/opus-mt-fr-run,fr,run,,,"https://huggingface.co/Helsinki-NLP/opus-mt-fr-run, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/fr-run/README.md",opus-mt-fr-run NMT model.,False
opus-mt-fr-rw,Helsinki-NLP/opus-mt-fr-rw,fr,rw,,,"https://huggingface.co/Helsinki-NLP/opus-mt-fr-rw, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/fr-rw/README.md",opus-mt-fr-rw NMT model.,False
opus-mt-fr-sg,Helsinki-NLP/opus-mt-fr-sg,fr,sg,,,"https://huggingface.co/Helsinki-NLP/opus-mt-fr-sg, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/fr-sg/README.md",opus-mt-fr-sg NMT model.,False
opus-mt-fr-sk,Helsinki-NLP/opus-mt-fr-sk,fr,sk,,,"https://huggingface.co/Helsinki-NLP/opus-mt-fr-sk, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/fr-sk/README.md",opus-mt-fr-sk NMT model.,False
opus-mt-fr-sl,Helsinki-NLP/opus-mt-fr-sl,fr,sl,,,"https://huggingface.co/Helsinki-NLP/opus-mt-fr-sl, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/fr-sl/README.md",opus-mt-fr-sl NMT model.,False
opus-mt-fr-sm,Helsinki-NLP/opus-mt-fr-sm,fr,sm,,,"https://huggingface.co/Helsinki-NLP/opus-mt-fr-sm, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/fr-sm/README.md",opus-mt-fr-sm NMT model.,False
opus-mt-fr-sn,Helsinki-NLP/opus-mt-fr-sn,fr,sn,,,"https://huggingface.co/Helsinki-NLP/opus-mt-fr-sn, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/fr-sn/README.md",opus-mt-fr-sn NMT model.,False
opus-mt-fr-srn,Helsinki-NLP/opus-mt-fr-srn,fr,srn,,,"https://huggingface.co/Helsinki-NLP/opus-mt-fr-srn, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/fr-srn/README.md",opus-mt-fr-srn NMT model.,False
opus-mt-fr-st,Helsinki-NLP/opus-mt-fr-st,fr,st,,,"https://huggingface.co/Helsinki-NLP/opus-mt-fr-st, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/fr-st/README.md",opus-mt-fr-st NMT model.,False
opus-mt-fr-sv,Helsinki-NLP/opus-mt-fr-sv,fr,sv,,,"https://huggingface.co/Helsinki-NLP/opus-mt-fr-sv, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/fr-sv/README.md",opus-mt-fr-sv NMT model.,False
opus-mt-fr-swc,Helsinki-NLP/opus-mt-fr-swc,fr,swc,,,"https://huggingface.co/Helsinki-NLP/opus-mt-fr-swc, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/fr-swc/README.md",opus-mt-fr-swc NMT model.,False
opus-mt-fr-tiv,Helsinki-NLP/opus-mt-fr-tiv,fr,tiv,,,"https://huggingface.co/Helsinki-NLP/opus-mt-fr-tiv, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/fr-tiv/README.md",opus-mt-fr-tiv NMT model.,False
opus-mt-fr-tl,Helsinki-NLP/opus-mt-fr-tl,fra,tgl_Latn,,,"https://huggingface.co/Helsinki-NLP/opus-mt-fr-tl, https://github.com/Helsinki-NLP/Tatoeba-Challenge/tree/master/models/fra-tgl/README.md","fra-tgl, source group: French, target group: Tagalog NMT model.",False
opus-mt-fr-tll,Helsinki-NLP/opus-mt-fr-tll,fr,tll,,,"https://huggingface.co/Helsinki-NLP/opus-mt-fr-tll, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/fr-tll/README.md",opus-mt-fr-tll NMT model.,False
opus-mt-fr-tn,Helsinki-NLP/opus-mt-fr-tn,fr,tn,,,"https://huggingface.co/Helsinki-NLP/opus-mt-fr-tn, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/fr-tn/README.md",opus-mt-fr-tn NMT model.,False
opus-mt-fr-to,Helsinki-NLP/opus-mt-fr-to,fr,to,,,"https://huggingface.co/Helsinki-NLP/opus-mt-fr-to, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/fr-to/README.md",opus-mt-fr-to NMT model.,False
opus-mt-fr-tpi,Helsinki-NLP/opus-mt-fr-tpi,fr,tpi,,,"https://huggingface.co/Helsinki-NLP/opus-mt-fr-tpi, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/fr-tpi/README.md",opus-mt-fr-tpi NMT model.,False
opus-mt-fr-ts,Helsinki-NLP/opus-mt-fr-ts,fr,ts,,,"https://huggingface.co/Helsinki-NLP/opus-mt-fr-ts, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/fr-ts/README.md",opus-mt-fr-ts NMT model.,False
opus-mt-fr-tum,Helsinki-NLP/opus-mt-fr-tum,fr,tum,,,"https://huggingface.co/Helsinki-NLP/opus-mt-fr-tum, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/fr-tum/README.md",opus-mt-fr-tum NMT model.,False
opus-mt-fr-tvl,Helsinki-NLP/opus-mt-fr-tvl,fr,tvl,,,"https://huggingface.co/Helsinki-NLP/opus-mt-fr-tvl, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/fr-tvl/README.md",opus-mt-fr-tvl NMT model.,False
opus-mt-fr-tw,Helsinki-NLP/opus-mt-fr-tw,fr,tw,,,"https://huggingface.co/Helsinki-NLP/opus-mt-fr-tw, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/fr-tw/README.md",opus-mt-fr-tw NMT model.,False
opus-mt-fr-ty,Helsinki-NLP/opus-mt-fr-ty,fr,ty,,,"https://huggingface.co/Helsinki-NLP/opus-mt-fr-ty, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/fr-ty/README.md",opus-mt-fr-ty NMT model.,False
opus-mt-fr-uk,Helsinki-NLP/opus-mt-fr-uk,fr,uk,,,"https://huggingface.co/Helsinki-NLP/opus-mt-fr-uk, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/fr-uk/README.md",opus-mt-fr-uk NMT model.,False
opus-mt-fr-ve,Helsinki-NLP/opus-mt-fr-ve,fr,ve,,,"https://huggingface.co/Helsinki-NLP/opus-mt-fr-ve, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/fr-ve/README.md",opus-mt-fr-ve NMT model.,False
opus-mt-fr-vi,Helsinki-NLP/opus-mt-fr-vi,fra,vie,,,"https://huggingface.co/Helsinki-NLP/opus-mt-fr-vi, https://github.com/Helsinki-NLP/Tatoeba-Challenge/tree/master/models/fra-vie/README.md","fra-vie, source group: French, target group: Vietnamese NMT model.",False
opus-mt-fr-war,Helsinki-NLP/opus-mt-fr-war,fr,war,,,"https://huggingface.co/Helsinki-NLP/opus-mt-fr-war, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/fr-war/README.md",opus-mt-fr-war NMT model.,False
opus-mt-fr-wls,Helsinki-NLP/opus-mt-fr-wls,fr,wls,,,"https://huggingface.co/Helsinki-NLP/opus-mt-fr-wls, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/fr-wls/README.md",opus-mt-fr-wls NMT model.,False
opus-mt-fr-xh,Helsinki-NLP/opus-mt-fr-xh,fr,xh,,,"https://huggingface.co/Helsinki-NLP/opus-mt-fr-xh, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/fr-xh/README.md",opus-mt-fr-xh NMT model.,False
opus-mt-fr-yap,Helsinki-NLP/opus-mt-fr-yap,fr,yap,,,"https://huggingface.co/Helsinki-NLP/opus-mt-fr-yap, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/fr-yap/README.md",opus-mt-fr-yap NMT model.,False
opus-mt-fr-yo,Helsinki-NLP/opus-mt-fr-yo,fr,yo,,,"https://huggingface.co/Helsinki-NLP/opus-mt-fr-yo, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/fr-yo/README.md",opus-mt-fr-yo NMT model.,False
opus-mt-fr-zne,Helsinki-NLP/opus-mt-fr-zne,fr,zne,,,"https://huggingface.co/Helsinki-NLP/opus-mt-fr-zne, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/fr-zne/README.md",opus-mt-fr-zne NMT model.,False
opus-mt-fse-fi,Helsinki-NLP/opus-mt-fse-fi,fse,fi,,,"https://huggingface.co/Helsinki-NLP/opus-mt-fse-fi, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/fse-fi/README.md",opus-mt-fse-fi NMT model.,False
opus-mt-ga-en,Helsinki-NLP/opus-mt-ga-en,gle,eng,,,"https://huggingface.co/Helsinki-NLP/opus-mt-ga-en, https://github.com/Helsinki-NLP/Tatoeba-Challenge/tree/master/models/gle-eng/README.md","gle-eng, source group: Irish, target group: English NMT model.",False
opus-mt-gaa-de,Helsinki-NLP/opus-mt-gaa-de,gaa,de,,,"https://huggingface.co/Helsinki-NLP/opus-mt-gaa-de, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/gaa-de/README.md",opus-mt-gaa-de NMT model.,False
opus-mt-gaa-en,Helsinki-NLP/opus-mt-gaa-en,gaa,en,,,"https://huggingface.co/Helsinki-NLP/opus-mt-gaa-en, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/gaa-en/README.md",opus-mt-gaa-en NMT model.,False
